site_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MAJORITY_COUNT,MAJORITY_PERCENT,MINORITY,MINORITY_COUNT,MINORITY_PERCENT,MEDIAN,PCT90
460_495,138,231.000000000000000,207900.000000000000000,1,1,0,1.000000000000000,0.000000000000000,231.000000000000000,1,1,231,1.3863000,1,231,1.3863000,1,1
506_510,139,870.000000000000000,783000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,870.000000000000000,1,1,870,5.2058001,1,870,5.2058001,1,1
452_652,140,1080.000000000000000,972000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1080.000000000000000,1,1,1080,6.9302001,1,1080,6.9302001,1,1
269_437,141,193.000000000000000,173700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,193.000000000000000,1,1,193,1.5421000,1,193,1.5421000,1,1
136_569,144,953.000000000000000,857700.000000000000000,1,1,0,1.000000000000000,0.000000000000000,953.000000000000000,1,1,953,5.2509999,1,953,5.2509999,1,1
402_267,145,1084.000000000000000,975600.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1084.000000000000000,1,1,1084,6.0306001,1,1084,6.0306001,1,1
602_532,146,424.000000000000000,381600.000000000000000,1,1,0,1.000000000000000,0.000000000000000,424.000000000000000,1,1,424,2.3338001,1,424,2.3338001,1,1
401_545,147,1341.000000000000000,1206900.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1341.000000000000000,1,1,1341,7.3649001,1,1341,7.3649001,1,1
504_103,148,720.000000000000000,648000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,720.000000000000000,1,1,720,4.0481000,1,720,4.0481000,1,1
458_98,149,11.000000000000000,9900.000000000000000,1,1,0,1.000000000000000,0.000000000000000,11.000000000000000,1,1,11,0.9557000,1,11,0.9557000,1,1
270_217,151,335.000000000000000,301500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,335.000000000000000,1,1,335,1.9301000,1,335,1.9301000,1,1
64_388,153,1496.000000000000000,1346400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1496.000000000000000,1,1,1496,8.2610998,1,1496,8.2610998,1,1
321_8,154,920.000000000000000,828000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,920.000000000000000,1,1,920,5.1998000,1,920,5.1998000,1,1
605_697,157,751.000000000000000,675900.000000000000000,1,1,0,1.000000000000000,0.000000000000000,751.000000000000000,1,1,751,4.8287001,1,751,4.8287001,1,1
202_185,158,1185.000000000000000,1066500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1185.000000000000000,1,1,1185,6.5286002,1,1185,6.5286002,1,1
452_654,159,210.000000000000000,189000.000000000000000,1,1,0,1.000000000000000,0.000000000000000,210.000000000000000,1,1,210,1.9926000,1,210,1.9926000,1,1
656_563,160,495.000000000000000,445500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,495.000000000000000,1,1,495,2.8893001,1,495,2.8893001,1,1
602_526,161,221.000000000000000,198900.000000000000000,1,1,0,1.000000000000000,0.000000000000000,221.000000000000000,1,1,221,1.2148000,1,221,1.2148000,1,1
458_99,164,66.000000000000000,59400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,66.000000000000000,1,1,66,1.1065000,1,66,1.1065000,1,1
200_196,165,576.000000000000000,518400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,576.000000000000000,1,1,576,3.1949999,1,576,3.1949999,1,1
169_578,166,1062.000000000000000,955800.000000000000000,1,1,0,1.000000000000000,0.000000000000000,1062.000000000000000,1,1,1062,5.8284001,1,1062,5.8284001,1,1
560_678,167,455.000000000000000,409500.000000000000000,1,1,0,1.000000000000000,0.000000000000000,455.000000000000000,1,1,455,2.5350001,1,455,2.5350001,1,1
511_661,168,206.000000000000000,185400.000000000000000,1,1,0,1.000000000000000,0.000000000000000,206.000000000000000,1,1,206,1.1566000,1,206,1.1566000,1,1
601_113,169,564.000000000000000,507600.000000000000000,1,1,0,1.000000000000000,0.000000000000000,564.000000000000000,1,1,564,3.2128999,1,564,3.2128999,1,1
506_560,170,731.000000000000000,657900.000000000000000,1,1,0,1.000000000000000,0.000000000000000,731.000000000000000,1,1,731,5.7891998,1,731,5.7891998,1,1
450_502,171,218.000000000000000,196200.000000000000000,1,1,0,1.000000000000000,0.000000000000000,218.000000000000000,1,1,218,2.9806001,1,218,2.9806001,1,1
